Date,Open_NTPC,High_NTPC,Low_NTPC,Close_NTPC,Adj_Close_NTPC,Volume_NTPC,Open_ONGC,High_ONGC,Low_ONGC,Close_ONGC,Adj_Close_ONGC,Volume_ONGC,Open_POWERGRID,High_POWERGRID,Low_POWERGRID,Close_POWERGRID,Adj_Close_POWERGRID,Volume_POWERGRID,Open_RELIANCE,High_RELIANCE,Low_RELIANCE,Close_RELIANCE,Adj_Close_RELIANCE,Volume_RELIANCE,Open_TATAPOWER,High_TATAPOWER,Low_TATAPOWER,Close_TATAPOWER,Adj_Close_TATAPOWER,Volume_TATAPOWER
2010-01-04,197.8333282470703,199.0833282470703,192.25,193.2083282470703,111.0706024169922,6309685,196.1666717529297,198.8333282470703,196.0,197.9083404541016,105.79627227783205,1905762.0,61.98751449584961,63.64688873291016,61.93126678466797,63.22501373291016,38.2631721496582,4353415,498.814208984375,498.814208984375,467.1554565429688,491.6824035644531,438.9322204589844,38323043,133.75137329101562,135.0975799560547,133.5776824951172,134.07948303222656,104.4890594482422,3172720.0
2010-01-05,195.1666717529297,195.7083282470703,190.125,191.0833282470703,109.84898376464844,8199537,198.68333435058597,202.5,198.1916656494141,201.375,107.6494369506836,4657392.0,63.56251525878906,64.35001373291016,63.14064025878906,63.42189025878906,38.3823127746582,4374738,525.6956176757812,525.6956176757812,487.0650329589844,489.4880065917969,436.9732666015625,10696412,134.71640014648438,137.99745178222656,134.42205810546875,136.0336456298828,106.011962890625,4254349.0
2010-01-06,191.9166717529297,195.75,189.7083282470703,190.1666717529297,109.32202911376952,8325996,202.01666259765625,204.5,201.1999969482422,203.9166717529297,109.0082015991211,4203690.0,63.90001678466797,64.35001373291016,63.56251525878906,63.87189102172852,38.65465545654297,5549959,493.6939392089844,500.36859130859375,489.4651489257813,497.3970031738281,444.0337524414063,11845880,136.06741333007812,144.36656188964844,136.06741333007812,142.3448486328125,110.93034362792967,8747201.0
2010-01-07,191.5,191.5,187.7083282470703,190.2083282470703,109.34597778320312,6505911,203.5,205.8166656494141,201.6666717529297,204.13333129882807,109.12400817871094,6394536.0,64.06876373291016,64.82814025878906,63.39376449584961,64.43438720703125,38.99507522583008,4535147,497.3970031738281,509.740478515625,492.8253479003906,505.6488342285156,451.40032958984375,13098960,142.82254028320312,144.94557189941406,139.44497680664062,142.9335174560547,111.3890609741211,5495560.0
2010-01-08,191.5,194.6666717529297,191.0,192.5833282470703,110.71131896972656,7441676,204.1666717529297,206.43333435058597,201.6666717529297,202.61666870117188,108.31324005126952,5678652.0,64.74376678466797,65.13751220703125,64.15313720703125,64.60314178466797,39.09720230102539,3809958,506.5403137207031,509.19189453125,501.0543212890625,504.3230590820313,450.2167053222656,7555074,143.3050537109375,144.07705688476562,141.355712890625,142.85630798339844,111.32891845703124,3916987.0
2010-01-11,194.25,196.125,193.3333282470703,194.125,111.59754180908205,3774640,205.05833435058597,205.48333740234372,202.1666717529297,202.75,108.38450622558594,5078046.0,65.25001525878906,65.39064025878906,64.46251678466797,64.63126373291016,39.28524398803711,3041300,518.7466430664062,525.6041870117188,480.0246887207031,494.4254150390625,441.3809509277344,94324821,143.314697265625,146.4606475830078,141.49081420898438,142.82254028320312,111.30259704589844,4785645.0
2010-01-12,195.0,195.5,190.6666717529297,191.1666717529297,109.89688873291016,3794679,200.9166717529297,202.8500061035156,197.8333282470703,198.49166870117188,106.10809326171876,3932952.0,64.23751831054688,64.96876525878906,63.45001602172852,63.70314025878906,38.72110366821289,2569224,500.59716796875,519.935302734375,492.3681640625,495.7283325195313,442.5441284179688,16395254,145.65968322753906,145.65968322753906,140.90216064453125,143.70069885253906,111.9869613647461,3978032.0
2010-01-13,190.0833282470703,192.875,189.25,191.1666717529297,109.89688873291016,5045623,198.1666717529297,201.0749969482422,196.6666717529297,199.21665954589844,106.49568939208984,3194178.0,63.70314025878906,64.96876525878906,62.88751602172852,64.65939331054688,39.302345275878906,3322262,497.3970031738281,499.22564697265625,488.5279541015625,497.6712951660156,444.2785949707031,7680088,142.82254028320312,144.6367645263672,142.39793395996094,143.77308654785156,112.04336547851562,1436523.0
2010-01-14,191.6666717529297,193.9166717529297,191.6666717529297,192.5,110.6633758544922,3604338,200.3249969482422,207.7916717529297,199.5,205.2916717529297,109.74320220947266,8584284.0,64.96876525878906,66.65626525878906,64.71563720703125,66.00939178466797,40.12294006347656,6747297,496.482666015625,514.220703125,496.482666015625,512.8035278320312,457.7874145507813,12272814,144.2700653076172,145.3894805908203,139.6717529296875,140.54510498046875,109.52777862548828,5188156.0
2010-01-15,195.4166717529297,195.4166717529297,192.5,193.5416717529297,111.26223754882812,3700988,205.2916717529297,206.23333740234372,200.36666870117188,201.63333129882807,107.7875747680664,8546700.0,66.57189178466797,68.31564331054688,66.00939178466797,66.74063873291016,40.5674057006836,11273753,514.6778564453125,520.666748046875,505.1916809082031,507.7975158691406,453.31842041015625,9383308,140.54510498046875,141.66452026367188,139.396728515625,140.56439208984375,109.54277801513672,2027922.0
2010-01-18,193.5416717529297,194.5,192.25,192.7083282470703,110.78314208984376,2488917,201.4499969482422,203.8333282470703,200.1916656494141,202.09165954589844,108.03257751464844,3182250.0,66.79689025878906,67.50001525878906,65.86876678466797,66.15001678466797,40.20840072631836,4085821,506.0831604003906,510.40338134765625,499.2027893066406,502.6544189453125,448.7271423339844,7086096,139.44497680664062,144.5016632080078,136.19769287109375,139.27610778808594,108.53883361816406,3847827.0
2010-01-19,193.5416717529297,194.0,189.25,189.75,109.08248901367188,3848296,202.0,202.8166656494141,198.0,199.46665954589844,106.62931823730467,5830440.0,66.09376525878906,66.88126373291016,65.05313873291016,65.39064025878906,39.7468147277832,4992784,502.8829956054688,505.6488342285156,494.951171875,496.0255126953125,442.8093872070313,6532333,142.28213500976562,142.28213500976562,135.10240173339844,136.95040893554688,106.72639465332033,3438063.0
2010-01-20,191.75,193.75,190.5,191.1666717529297,109.89688873291016,6302983,200.3166656494141,202.46665954589844,193.0,193.5249938964844,103.45304870605467,8113314.0,65.39064025878906,66.34689331054688,65.19376373291016,65.75626373291016,39.96907043457031,3697700,500.59716796875,501.5572204589844,490.0823364257813,492.59674072265625,439.74853515625,9665512,137.03244018554688,137.70794677734375,135.94679260253906,137.13375854492188,106.86927795410156,4694755.0
2010-01-21,191.6666717529297,192.4583282470703,185.5416717529297,186.25,107.07041931152344,5615904,194.1666717529297,196.1000061035156,188.51666259765625,189.99166870117188,101.5642547607422,5594190.0,65.53126525878906,66.06564331054688,63.59064102172852,63.92813873291016,38.85786819458008,3555527,491.4538269042969,492.3681640625,480.1389770507813,481.8761901855469,430.1780700683594,9305660,137.13375854492188,137.5149383544922,129.519775390625,130.9238739013672,102.0298843383789,6244344.0
2010-01-22,183.5833282470703,187.8333282470703,183.0,185.25,106.49556732177734,6955587,188.23333740234372,188.23333740234372,183.3333282470703,185.75,99.29676818847656,10479762.0,61.87501525878906,64.65939331054688,61.73439025878906,64.29376220703125,39.08010482788086,4943166,475.9101867675781,489.6251831054688,470.65277099609375,481.7847595214844,430.096435546875,19934782,128.8297882080078,130.63436889648438,125.7755126953125,128.7381134033203,100.32649993896484,8233345.0
2010-01-25,185.8333282470703,187.0833282470703,183.8333282470703,186.5,107.21414184570312,2694200,186.8500061035156,187.8000030517578,183.4166717529297,186.84165954589844,99.8803482055664,3368646.0,64.29376220703125,65.81251525878906,63.02814102172852,64.85626220703125,39.42201232910156,2912852,479.8646545410156,482.03619384765625,473.9443664550781,476.3901977539063,425.2806396484375,6696638,128.61749267578125,128.85873413085938,125.74173736572266,127.32918548583984,99.22850799560548,4570903.0
2010-01-27,185.8333282470703,187.5,179.1666717529297,180.4166717529297,103.71697998046876,7334034,185.73333740234372,186.3000030517578,183.8000030517578,184.8166656494141,98.79781341552734,3637746.0,64.85626220703125,66.03751373291016,63.11251449584961,63.73126602172852,38.73819732666016,8252922,472.71002197265625,480.0246887207031,466.3096923828125,469.7612915039063,419.3629455566406,12421742,126.51374816894533,129.09999084472656,125.45223236083984,126.58612823486328,98.6494369506836,6091705.0
2010-01-28,182.0,184.5833282470703,176.7083282470703,178.375,102.54325103759766,10990456,186.5,188.93333435058597,179.1666717529297,183.7250061035156,98.21426391601562,9457560.0,65.19376373291016,66.34689331054688,60.91876602172852,64.06876373291016,38.94334030151367,11600411,475.4530029296875,478.4017333984375,468.5955200195313,474.1500854492188,423.2808532714844,16611729,127.112060546875,128.63677978515625,122.39312744140624,127.71037292480467,99.52558135986328,4992066.0
2010-01-29,178.7083282470703,179.9166717529297,175.2916717529297,178.5833282470703,102.66307067871094,7045766,183.51666259765625,186.6666717529297,181.6666717529297,182.73333740234372,97.68413543701172,4827714.0,63.50626373291016,63.95626449584961,62.46564102172852,63.39376449584961,38.53305435180664,3996285,472.2071228027344,480.8475646972656,465.4410705566406,478.2874450683594,426.974365234375,11666521,122.6874542236328,127.47876739501952,122.6874542236328,125.92508697509766,98.1343002319336,4893944.0
2010-02-01,180.8333282470703,180.8333282470703,175.5,176.0833282470703,101.22588348388672,5982205,181.0,184.7916717529297,181.0,183.59165954589844,98.14299774169922,2698374.0,63.14064025878906,63.92813873291016,63.00001525878906,63.53438949584961,38.6185188293457,2078776,474.3100891113281,482.3105163574219,473.4186096191406,477.9217224121094,426.64788818359375,6066432,126.12774658203124,126.12774658203124,124.18323516845705,124.7960205078125,97.25440979003906,4093771.0
2010-02-02,176.875,177.5,171.4166717529297,171.6666717529297,98.6868133544922,5804071,185.0,186.6499938964844,182.0,184.18333435058597,98.45926666259766,4362108.0,63.78751373291016,64.96876525878906,63.28126525878906,63.95626449584961,38.87495803833008,3466800,480.9389953613281,482.92767333984375,468.1840515136719,469.6470031738281,419.2609252929688,8624499,125.64523315429688,126.12774658203124,123.34849548339844,123.91785430908205,96.57006072998048,3913546.0
2010-02-03,173.3333282470703,176.5833282470703,171.6666717529297,174.875,100.5312042236328,6115466,185.0833282470703,190.18333435058597,184.5,188.96665954589844,101.01630401611328,3031386.0,64.12501525878906,64.26564025878906,63.28126525878906,63.53438949584961,38.6185188293457,2006355,471.38421630859375,479.293212890625,471.38421630859375,472.6871643066406,421.9749450683594,7526133,124.7429428100586,127.37261199951172,123.5221939086914,125.34125518798828,97.67931365966795,3014164.0
2010-02-04,175.6666717529297,175.6666717529297,172.125,173.0833282470703,99.5012435913086,3554996,189.99166870117188,192.5,187.5500030517578,189.93333435058597,101.5330810546875,12828696.0,63.28126525878906,64.26564025878906,62.83126449584961,63.00001525878906,38.29371643066406,2254939,474.5386657714844,474.5386657714844,463.5666809082031,465.9210815429688,415.9347229003906,5987301,124.9938507080078,125.45223236083984,122.75018310546876,123.27611541748048,96.06993103027344,2525157.0
2010-02-05,171.6666717529297,175.5833282470703,169.625,170.25,97.8724136352539,3797498,186.1999969482422,187.8333282470703,180.18333435058597,181.2749938964844,96.9045639038086,6177252.0,62.21251678466797,62.43751525878906,60.18751525878906,60.41251373291016,36.72094345092773,4391981,445.7372131347656,460.7093811035156,445.7372131347656,448.8002014160156,400.650634765625,14941438,122.53305053710938,125.35572814941406,121.13378143310548,124.05777740478516,96.67908477783205,2735443.0
2010-02-08,173.3333282470703,173.3333282470703,167.7083282470703,168.6666717529297,96.96218872070312,2837287,180.8166656494141,187.43333435058597,179.01666259765625,186.35833740234372,99.6219711303711,4135308.0,61.03126525878906,61.28438949584961,60.07501602172852,61.03126525878906,37.09704208374024,1831316,450.3088684082031,459.155029296875,445.7372131347656,454.5833740234375,405.8133850097656,12947466,125.35572814941406,128.48239135742188,121.5921630859375,123.9998779296875,96.63396453857422,4735698.0
2010-02-09,168.6666717529297,171.1666717529297,168.3333282470703,170.0,97.72869873046876,2134167,186.35833740234372,188.14166259765625,183.6000061035156,184.375,98.56170654296876,2701572.0,60.80626678466797,61.31251525878906,60.49689102172852,60.80626678466797,36.96026992797852,1113258,454.30908203125,456.25201416015625,449.2573852539063,454.0804748535156,405.3644409179688,7146015,122.99143981933594,126.40277099609376,122.56682586669922,125.47635650634766,97.78458404541016,2547643.0
2010-02-10,171.125,171.6666717529297,166.75,167.0833282470703,96.05198669433594,2144283,185.1666717529297,186.5,180.7916717529297,181.1666717529297,96.84664154052734,5141856.0,61.03126525878906,61.11563873291016,60.21564102172852,60.35626602172852,36.68675231933594,1023345,457.1206359863281,457.1206359863281,448.9373779296875,450.3545837402344,402.038330078125,9130623,125.93473815917967,125.93473815917967,122.46067810058594,123.0493392944336,95.8932113647461,4704952.0
2010-02-11,167.5,170.0,167.0833282470703,169.375,97.3694305419922,2019036,189.5,189.5,181.8333282470703,183.375,98.02719116210938,3333348.0,60.46876525878906,60.89064025878906,60.15938949584961,60.21564102172852,36.60127258300781,640478,452.2518310546875,466.21826171875,451.908935546875,464.0924377441406,414.30218505859375,11725051,123.5221939086914,124.48239135742188,121.5921630859375,122.17117309570312,95.20884704589844,11406449.0
2010-02-15,170.0,170.375,167.5833282470703,167.9583282470703,96.55499267578124,1199950,183.5,184.2749938964844,179.69166564941406,181.38333129882807,96.96247100830078,2329152.0,60.35626602172852,61.03126525878906,58.95001220703125,59.00626373291016,35.866172790527344,1575236,469.5098571777344,469.5098571777344,460.6408081054688,461.7380065917969,412.2003784179688,6749308,123.0203857421875,123.6958999633789,119.29059600830078,119.62834930419922,93.22718811035156,3788502.0
2010-02-16,168.25,169.3333282470703,167.2916717529297,169.0416717529297,97.17777252197266,1219861,183.3000030517578,185.0,180.3500061035156,183.8333282470703,98.27220153808594,2439060.0,59.06251525878906,60.46876525878906,58.95001220703125,60.04689025878906,36.49869918823242,1192982,461.7837219238281,466.766845703125,459.4521789550781,465.2810668945313,415.3633728027344,5034128,121.64041137695312,121.64041137695312,118.69711303710938,119.3388442993164,93.00157928466795,7787426.0
2010-02-17,170.4166717529297,170.5833282470703,167.625,168.1666717529297,96.67477416992188,2331838,185.6666717529297,186.5,182.5249938964844,183.2833404541016,97.97817993164062,3398442.0,60.46876525878906,60.60939025878906,60.01876449584961,60.24376678466797,36.61835861206055,989784,468.5955200195313,474.4472351074219,467.2468872070313,472.047119140625,421.4035949707031,7815061,120.14463806152344,122.70193481445312,120.14463806152344,121.82376861572266,94.9381103515625,4250162.0
2010-02-18,168.1666717529297,171.5833282470703,167.5,170.9166717529297,98.25569915771484,2694157,177.5,184.8333282470703,177.5,183.9166717529297,98.31672668457033,3234786.0,60.32814025878906,61.56563949584961,59.73751449584961,60.83438873291016,36.97736740112305,1713670,470.88134765625,474.6986999511719,454.8805236816406,456.16058349609375,407.2213745117188,9917057,122.07466888427734,123.00108337402344,118.55236053466795,120.91182708740234,94.22743225097656,4894814.0
2010-02-19,168.3333282470703,170.7083282470703,165.7083282470703,168.1666717529297,96.67477416992188,5307267,182.49166870117188,185.8333282470703,181.2916717529297,184.96665954589844,98.87802124023438,3820998.0,60.83438873291016,60.83438873291016,59.90626525878906,60.27188873291016,36.63545989990234,1267093,454.8805236816406,454.8805236816406,446.7200927734375,449.4859619140625,401.2628173828125,8877267,119.276123046875,120.88287353515624,118.7067642211914,119.6958999633789,93.2798309326172,2557353.0
2010-02-22,170.75,170.75,167.625,168.5416717529297,96.89035034179688,5054958,185.0,186.6666717529297,183.64166259765625,184.5833282470703,98.67310333251952,3981498.0,60.41251373291016,60.94689178466797,60.04689025878906,60.18751525878906,36.584171295166016,835164,455.0176696777344,457.1663513183594,443.4513549804688,447.0858459472656,399.12017822265625,6346022,121.5921630859375,122.02642059326172,120.43414306640624,121.07105255126952,94.35150146484376,2627694.0
