Date,Open_NTPC,High_NTPC,Low_NTPC,Close_NTPC,Adj_Close_NTPC,Volume_NTPC,Open_ONGC,High_ONGC,Low_ONGC,Close_ONGC,Adj_Close_ONGC,Volume_ONGC,Open_POWERGRID,High_POWERGRID,Low_POWERGRID,Close_POWERGRID,Adj_Close_POWERGRID,Volume_POWERGRID,Open_RELIANCE,High_RELIANCE,Low_RELIANCE,Close_RELIANCE,Adj_Close_RELIANCE,Volume_RELIANCE,Open_TATAPOWER,High_TATAPOWER,Low_TATAPOWER,Close_TATAPOWER,Adj_Close_TATAPOWER,Volume_TATAPOWER
2010-02-23,168.3333282470703,168.8333282470703,167.7083282470703,168.0416717529297,96.60291290283205,4251614,183.8333282470703,184.5,182.0,183.5833282470703,98.13855743408205,3667074.0,60.18751525878906,60.30001449584961,59.65313720703125,59.9625129699707,36.44741821289063,801182,445.280029296875,449.39453125,443.4513549804688,445.897216796875,398.0591125488281,6488467,121.2061538696289,121.9781723022461,119.7634506225586,120.7960205078125,94.13716888427734,2066781.0
2010-02-24,164.1666717529297,170.7916717529297,164.1666717529297,170.3333282470703,97.92031860351562,6411043,184.1583404541016,184.64166259765625,181.00833129882807,183.5416717529297,98.1162567138672,2067654.0,59.73751449584961,60.13126373291016,59.42813873291016,59.76564025878906,36.32774353027344,906081,443.4513549804688,450.6288757324219,441.91986083984375,447.4744262695313,399.4671020507813,6243794,120.62714385986328,122.81773376464844,119.85513305664062,121.38468170166016,94.5959243774414,4427724.0
2010-02-25,170.75,170.75,166.1666717529297,166.75,95.86036682128906,8163273,183.5416717529297,185.9166717529297,181.6750030517578,184.9750061035156,98.88249206542967,2657376.0,60.18751525878906,60.18751525878906,59.1187629699707,59.87813949584961,36.396114349365234,1650113,448.0687561035156,450.3088684082031,438.4911193847656,440.2969055175781,393.05963134765625,9477031,118.7212371826172,122.75018310546876,118.7212371826172,122.49445343017578,95.46076202392578,2511261.0
2010-02-26,167.25,170.4166717529297,167.0,169.2083282470703,97.27362060546876,13010078,185.8249969482422,188.93333435058597,182.5,186.26666259765625,99.5729522705078,5019594.0,60.18751525878906,61.25626373291016,59.62501525878906,60.49689102172852,36.7722282409668,1548385,442.99420166015625,454.8805236816406,441.7369995117188,447.5429992675781,399.5283203125,11289616,122.46067810058594,122.46067810058594,115.66695404052734,117.07106018066406,91.23428344726562,12185690.0
2010-03-02,169.5,170.8333282470703,168.5416717529297,168.9583282470703,97.12982940673828,2642516,186.68333435058597,189.76666259765625,183.76666259765625,184.84165954589844,98.81118774414062,5567304.0,60.52501678466797,61.59376525878906,60.18751525878906,60.49689102172852,36.7722282409668,780476,450.3088684082031,456.7091979980469,447.7487182617188,449.4859619140625,401.2628173828125,9105298,116.9600830078125,124.00470733642578,115.44499969482422,123.00108337402344,95.85559844970705,12669059.0
2010-03-03,169.0,173.4583282470703,168.9583282470703,172.75,99.30960845947266,8025309,185.5,186.0416717529297,181.43333435058597,183.4750061035156,98.08061981201172,5705274.0,59.93438720703125,61.31251525878906,59.93438720703125,61.14376449584961,37.16541290283203,1578097,451.6803588867188,469.9670104980469,451.6803588867188,468.5040893554688,418.2406005859375,13311983,124.00470733642578,130.132568359375,123.36296844482422,128.8056640625,100.379150390625,8367871.0
2010-03-04,173.3333282470703,173.625,171.8333282470703,172.375,99.09405517578124,5607044,182.0,184.8333282470703,181.6666717529297,182.50833129882807,97.5638656616211,6390648.0,61.31251525878906,61.59376525878906,60.91876602172852,61.20001602172852,37.19960403442383,1157814,475.4530029296875,475.4530029296875,460.8236999511719,463.5666809082031,413.8329162597656,10390609,128.8297882080078,130.2580108642578,126.06983947753906,129.1868438720703,100.67619323730467,6799112.0
2010-03-05,173.25,173.5,171.1666717529297,171.625,98.66284942626952,4150608,185.0,185.0,181.8333282470703,182.4166717529297,97.51490020751952,8786622.0,61.31251525878906,61.67813873291016,60.75001525878906,60.89064025878906,37.01156234741211,766252,467.2240295410156,469.05267333984375,459.4978942871094,461.6465759277344,412.1188659667969,5887252,129.11929321289062,129.98780822753906,127.92267608642578,128.4727325439453,100.11968994140624,3595946.0
2010-03-08,170.875,173.25,169.75,170.9583282470703,98.27963256835938,3869247,184.1666717529297,184.5749969482422,183.09165954589844,183.4166717529297,98.0494155883789,6550692.0,61.31251525878906,62.26876449584961,61.03126525878906,61.90314102172852,37.626991271972656,1998979,466.8582763671875,469.5098571777344,458.0806884765625,459.0407409667969,409.7925720214844,5970649,128.8297882080078,130.45101928710938,128.8297882080078,129.9009552001953,101.2327117919922,3097302.0
2010-03-09,171.1666717529297,171.5416717529297,168.6666717529297,169.1666717529297,97.2496337890625,3819248,183.75,184.1666717529297,181.8333282470703,182.6999969482422,97.66634368896484,3563196.0,61.87501525878906,62.10001373291016,61.03126525878906,61.20001602172852,37.19960403442383,1368556,460.137939453125,462.5609130859375,451.7032165527344,452.7546997070313,404.1808776855469,8729760,129.21580505371094,129.98780822753906,127.4160385131836,128.41000366210938,100.07079315185548,1699783.0
2010-03-10,169.8333282470703,170.125,166.2916717529297,167.0,96.00408935546876,7782768,181.8333282470703,183.14166259765625,180.5,181.4250030517578,96.98474884033205,7231278.0,61.25626373291016,61.70626449584961,60.83438873291016,61.36876678466797,37.30218505859375,1572349,454.8805236816406,465.8067932128906,452.2746887207031,461.1665649414063,411.6902770996094,12403587,128.44378662109375,131.72483825683594,127.69107055664062,129.58250427246094,100.98454284667967,3856086.0
2010-03-11,167.25,169.6666717529297,166.2916717529297,168.9583282470703,97.12982940673828,3207786,182.1666717529297,182.1666717529297,179.46665954589844,180.625,96.55711364746094,4789890.0,61.31251525878906,61.98751449584961,59.6812629699707,60.07501602172852,36.51580047607422,4256779,461.7380065917969,466.3096923828125,460.3665161132813,464.6867370605469,414.8327941894531,7291886,130.3738250732422,131.2712860107422,127.44499206542967,128.2073516845703,99.91287231445312,3591127.0
2010-03-12,169.5833282470703,169.75,166.5833282470703,166.75,95.86036682128906,3699648,180.875,182.0333404541016,180.18333435058597,180.7833404541016,96.6417236328125,6732840.0,59.65313720703125,60.41251373291016,59.37188720703125,59.79376220703125,36.34482955932617,7813231,464.02386474609375,472.2528381347656,463.5666809082031,467.0411376953125,416.9346008300781,11166626,129.21580505371094,131.04933166503906,128.2990264892578,130.49444580078125,101.69523620605467,3635779.0
2010-03-15,166.1666717529297,168.5416717529297,166.1666717529297,168.0416717529297,96.60291290283205,2860820,180.7833404541016,181.2083282470703,177.59165954589844,178.3000030517578,95.314208984375,2579190.0,59.90626525878906,59.90626525878906,58.61251449584961,58.86563873291016,35.78070068359375,2420100,467.2240295410156,471.7728271484375,463.1552429199219,469.9898681640625,419.5670166015625,9065850,130.49444580078125,131.23268127441406,129.3123016357422,131.13136291503906,102.19155883789062,6491407.0
2010-03-16,168.2083282470703,169.875,168.0416717529297,169.2083282470703,97.27362060546876,2052349,179.5,181.1499938964844,177.89166259765625,178.51666259765625,95.43000793457033,5840634.0,58.52813720703125,59.20314025878906,58.24688720703125,59.03438949584961,35.88325500488281,1690093,471.7956848144531,489.9909057617188,470.4241943359375,488.2308044433594,435.8509216308594,16999358,131.2375030517578,134.13739013671875,129.80445861816406,133.6259307861328,104.13561248779295,8091120.0
2010-03-17,169.5833282470703,171.0416717529297,169.0,170.0833282470703,97.77664184570312,3515582,179.8333282470703,180.6499938964844,178.3333282470703,178.9166717529297,95.64387512207033,4512120.0,59.1187629699707,60.10314178466797,59.1187629699707,59.8218879699707,36.3619384765625,2067076,491.3623962402344,494.882568359375,487.2478942871094,489.0308532714844,436.5651550292969,10799736,134.04087829589844,134.71640014648438,130.86598205566406,131.51736450195312,102.49240112304688,5854476.0
2010-03-18,169.5833282470703,169.5833282470703,167.5833282470703,167.875,97.94679260253906,2088818,179.5749969482422,179.5749969482422,175.0,175.6999969482422,93.92432403564452,7020342.0,59.37188720703125,60.13126373291016,57.45938873291016,59.6812629699707,36.276458740234375,2257266,490.9966735839844,494.47113037109375,486.4707336425781,492.3453063964844,439.5239868164063,7646212,132.01434326171875,132.95040893554688,129.07586669921875,129.6790008544922,101.05975341796876,2319254.0
2010-03-19,169.125,169.5833282470703,167.625,169.0,98.60317993164062,2356192,176.3333282470703,177.1666717529297,174.19166564941406,176.14166259765625,94.16043853759766,4986024.0,59.62501525878906,61.45314025878906,59.4000129699707,60.86251449584961,36.994476318359375,3363560,493.1910705566406,501.2828979492188,489.236572265625,499.24853515625,445.6866149902344,9868873,130.51856994628906,132.3810577392578,129.92507934570312,131.17478942871094,102.22541046142578,2363947.0
2010-03-22,169.1666717529297,169.1666717529297,167.1666717529297,168.1666717529297,98.11695861816406,2433463,175.6666717529297,178.1999969482422,174.43333435058594,176.52499389648438,94.36534881591795,4146252.0,60.18751525878906,61.36876678466797,59.99063873291016,60.49689102172852,36.7722282409668,2178427,485.51068115234375,502.4258117675781,485.51068115234375,490.9738159179688,438.2996520996094,10234241,129.98780822753906,132.08189392089844,127.84547424316406,128.94558715820312,100.4881820678711,3516735.0
2010-03-23,169.5833282470703,170.0416717529297,167.9583282470703,169.625,98.96783447265624,3197042,177.0416717529297,179.00833129882812,176.38333129882812,178.2083282470703,95.26521301269533,5168454.0,60.60939025878906,61.25626373291016,60.07501602172852,60.72188949584961,36.90898895263672,1381649,492.802490234375,500.11712646484375,492.3453063964844,498.9513549804688,445.4212951660156,10002772,129.79481506347656,131.24234008789062,129.12411499023438,130.85150146484375,101.97348022460938,3781165.0
2010-03-25,169.625,169.625,165.0416717529297,167.2083282470703,97.55780792236328,9410468,178.1666717529297,178.3333282470703,175.09165954589844,176.10833740234375,94.1426239013672,6617802.0,61.00313949584961,61.00313949584961,59.62501525878906,59.87813949584961,36.396114349365234,3128139,501.0543212890625,501.5115051269531,492.551025390625,498.9742126464844,445.4417724609375,11483944,130.5571746826172,132.38587951660156,129.3123016357422,130.36898803710938,101.5974578857422,7282575.0
2010-03-26,167.6666717529297,169.3333282470703,167.5416717529297,168.7916717529297,98.48162078857422,2260155,176.6666717529297,180.6666717529297,176.6666717529297,179.98333740234375,96.21407318115234,7182120.0,59.93438720703125,60.46876525878906,59.5406379699707,60.04689025878906,36.49869918823242,2059990,501.5115051269531,507.9118347167969,500.6657409667969,503.0887145996094,449.1148071289063,9037758,131.24234008789062,132.06259155273438,130.6874542236328,131.67176818847656,102.61270904541016,3391297.0
2010-03-29,168.7916717529297,169.9166717529297,167.875,169.3333282470703,98.79763793945312,2700465,180.68333435058597,183.1499938964844,179.34165954589844,182.1750030517578,97.38567352294922,2926800.0,60.44063949584961,60.55313873291016,59.6812629699707,60.04689025878906,36.49869918823242,1977720,504.5744934082031,507.4317932128906,498.76849365234375,499.8199768066406,446.1968078613281,10124892,131.62351989746094,132.78636169433594,130.499267578125,131.94679260253906,102.82705688476562,4349363.0
2010-03-30,169.2083282470703,169.7916717529297,168.8333282470703,169.1666717529297,98.70040893554688,2511181,182.75,185.3500061035156,182.0,182.88333129882807,97.76435089111328,3564894.0,60.04689025878906,60.46876525878906,59.90626525878906,60.01876449584961,36.48160934448242,1369034,501.0543212890625,505.4888305664063,495.1111755371094,497.465576171875,444.0949401855469,9469397,132.2073516845703,134.89974975585938,131.59939575195312,132.50167846679688,103.2594757080078,3116296.0
2010-03-31,169.1666717529297,173.5,168.9166717529297,172.7083282470703,100.76679229736328,6598852,183.01666259765625,185.1666717529297,181.36666870117188,183.11666870117188,97.88909912109376,6004680.0,60.18751525878906,60.52501678466797,59.23126220703125,60.27188873291016,36.63545989990234,1719363,499.6371154785156,500.59716796875,489.7623291015625,491.1109619140625,438.4220581054688,10823854,133.36537170410156,134.13255310058594,130.77430725097656,132.55958557128906,103.30460357666016,3340976.0
2010-04-01,172.7083282470703,173.9166717529297,171.5416717529297,173.0833282470703,100.9856185913086,3647560,183.5,184.5,179.9583282470703,180.74166870117188,96.61945343017578,3007356.0,60.46876525878906,60.52501678466797,59.90626525878906,59.99063873291016,36.46451187133789,928358,492.8253479003906,502.1972351074219,492.3681640625,499.24853515625,445.6866149902344,6259988,133.65487670898438,133.65487670898438,129.33160400390625,130.7646484375,101.90579986572266,4366347.0
