Date,Open_HCLTECH,High_HCLTECH,Low_HCLTECH,Close_HCLTECH,Adj_Close_HCLTECH,Volume_HCLTECH,Open_INFY,High_INFY,Low_INFY,Close_INFY,Adj_Close_INFY,Volume_INFY,Open_TCS,High_TCS,Low_TCS,Close_TCS,Adj_Close_TCS,Volume_TCS,Open_TECHM,High_TECHM,Low_TECHM,Close_TECHM,Adj_Close_TECHM,Volume_TECHM,Open_WIPRO,High_WIPRO,Low_WIPRO,Close_WIPRO,Adj_Close_WIPRO,Volume_WIPRO
2010-01-18,91.75,94.5,91.75,94.1374969482422,68.9422378540039,3042216,332.875,336.25,332.0,335.83123779296875,243.82325744628903,6140088.0,400.0,414.5,396.5,401.1000061035156,317.43536376953125,7261084.0,282.75,288.5,281.45001220703125,284.26251220703125,217.09642028808597,1208876.0,165.37501525878906,169.02000427246094,164.2725067138672,168.18751525878906,146.95689392089844,7999337.0
2010-01-19,94.25,94.9749984741211,92.5,94.1999969482422,68.98802947998047,3261340,335.0,336.0,328.51251220703125,329.48748779296875,239.2175445556641,5837512.0,401.1000061035156,401.1000061035156,389.3250122070313,390.3500061035156,308.9276123046875,5154850.0,269.125,287.4750061035156,269.125,279.3500061035156,213.34461975097656,629720.0,170.06625366210938,170.06625366210938,164.2725067138672,166.26376342773438,145.27598571777344,4098559.0
2010-01-20,94.5875015258789,96.2249984741211,93.5625,95.25,69.75698852539062,0,331.08123779296875,334.1499938964844,329.75,332.2124938964844,241.1959381103516,6091992.0,396.1000061035156,396.1000061035156,385.4500122070313,389.7000122070313,308.4133605957031,4347054.0,280.5,286.0,276.61248779296875,280.0249938964844,213.860107421875,657428.0,168.75001525878906,168.75001525878906,162.3487548828125,163.4737548828125,142.83816528320312,10419506.0
2010-01-21,95.3499984741211,96.6999969482422,91.6374969482422,92.625,67.8345718383789,0,330.375,333.0874938964844,325.0,328.1499938964844,238.24647521972656,6682792.0,386.125,395.9750061035156,383.9500122070313,385.3250122070313,304.9508361816406,5089504.0,278.75,283.75,270.3374938964844,276.8500061035156,211.4353179931641,787508.0,163.8000030517578,166.27500915527344,158.8725128173828,159.62625122070312,139.47630310058594,8571812.0
2010-01-22,92.1875,97.2249984741211,88.76249694824219,95.6624984741211,70.0591049194336,0,325.0,326.25,319.0,321.95001220703125,233.74505615234372,13486496.0,380.5,382.5,372.3500061035156,378.9249877929688,299.88580322265625,7574990.0,272.75,289.5,269.32501220703125,284.4125061035156,217.2109375,2176368.0,157.5,160.87501525878906,156.49876403808594,157.51126098632812,137.62828063964844,7634159.0
2010-01-25,94.5374984741211,94.5374984741211,89.0999984741211,90.3000030517578,66.1318359375,0,318.75,321.2437438964844,314.75,317.7875061035156,230.72299194335935,6498712.0,378.75,382.75,370.5750122070313,378.1000061035156,299.2328491210937,3008286.0,282.5,282.5,256.3999938964844,262.2749938964844,200.30409240722656,4302320.0,156.375,158.40000915527344,154.3050079345703,156.3975067138672,136.65518188476562,3993257.0
2010-01-27,88.5,90.3000030517578,81.2874984741211,82.55000305175781,60.45605850219727,0,316.5,316.73126220703125,310.64373779296875,312.78125,227.0883026123047,9840856.0,375.0,379.8500061035156,370.0750122070313,371.6499938964844,294.908203125,4844398.0,260.0,260.0,231.7749938964844,236.1125030517578,180.3233642578125,2686004.0,155.25,155.29501342773438,146.30625915527344,147.4650115966797,128.85023498535156,8215208.0
2010-01-28,83.75,88.25,83.5250015258789,86.8375015258789,63.59604263305664,0,314.125,319.36248779296875,309.9375,311.46875,226.13543701171875,12732872.0,374.75,378.9750061035156,363.8500061035156,370.875,294.29327392578125,6537196.0,239.625,252.625,237.25,249.2124938964844,190.3280334472656,2997204.0,151.65000915527344,154.98001098632812,147.4875030517578,151.52626037597656,132.39881896972656,6807061.0
2010-01-29,83.0374984741211,88.5,79.7249984741211,86.69999694824219,63.678688049316406,0,306.54998779296875,312.5,300.6000061035156,309.4375,224.6605987548828,15012280.0,367.0,369.8999938964844,356.07501220703125,368.1000061035156,292.0913391113281,5473326.0,244.0,248.25,234.4250030517578,243.125,185.67892456054688,1312588.0,149.625,149.85000610351562,142.08750915527344,145.78875732421875,127.3855972290039,9824506.0
2010-02-01,86.0,88.5,84.0374984741211,86.92500305175781,63.84395980834961,0,305.875,316.25,298.76251220703125,306.40625,222.45980834960935,12308784.0,367.1749877929688,381.3999938964844,360.0,373.0750122070313,296.0389709472656,3378012.0,241.25,247.7250061035156,238.1750030517578,242.1499938964844,184.93431091308597,1158824.0,144.84375,151.80751037597656,142.447509765625,150.3675079345703,131.3863525390625,5440866.0
2010-02-02,88.25,89.75,84.25,85.5374984741211,62.82483673095703,0,312.625,312.625,302.70623779296875,304.9937438964844,221.4344024658203,9889384.0,377.5,381.3250122070313,367.5,369.2000122070313,292.9642028808594,4739188.0,243.4750061035156,249.4499969482422,235.5625,237.1999969482422,181.1539001464844,1183620.0,154.8000030517578,156.15000915527344,146.47500610351562,146.97000122070312,128.417724609375,4160977.0
2010-02-03,86.73750305175781,87.67500305175781,85.8125,87.23750305175781,64.07347869873047,0,306.25,312.5,306.25,309.1499938964844,224.45187377929688,6405608.0,372.0,378.4500122070313,367.75,376.4750061035156,298.7369689941406,2977676.0,242.5,246.5,239.8125,240.9750061035156,184.03697204589844,1286516.0,147.3975067138672,151.62750244140625,146.9250030517578,151.1212615966797,132.044921875,3421168.0
2010-02-04,85.13749694824219,86.9375,83.2874984741211,84.2874984741211,61.90673065185547,0,308.125,308.75,301.5625,303.6312561035156,220.44520568847656,6176408.0,376.4750061035156,376.9500122070313,366.25,369.3500061035156,293.0831604003906,2716612.0,239.9750061035156,241.9499969482422,233.9499969482422,235.9125061035156,180.17063903808597,944008.0,149.85000610351562,151.08750915527344,146.47500610351562,147.42001342773438,128.81089782714844,3285839.0
2010-02-05,79.38749694824219,85.7249984741211,79.38749694824219,84.2874984741211,61.90673065185547,4273852,298.79998779296875,299.8062438964844,291.125,294.0874938964844,213.51612854003903,13544872.0,367.5,367.5,358.29998779296875,361.75,287.052490234375,4607118.0,232.5249938964844,238.75,226.5,234.1750030517578,178.84368896484375,854112.0,142.8975067138672,147.1612548828125,142.8975067138672,144.9112548828125,126.61883544921876,6312528.0
2010-02-06,85.25,85.5,84.2874984741211,84.86250305175781,62.32908248901367,0,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,85.5,86.36250305175781,83.2249984741211,85.4000015258789,62.723876953125,1881576,296.86248779296875,305.25,293.0625,300.45001220703125,218.1355133056641,9252480.0,364.5,367.375,354.07501220703125,362.0750122070313,287.310302734375,4170344.0,236.25,240.3125,231.25,235.7624969482422,180.05604553222656,625648.0,144.78750610351562,146.25,141.78375244140625,143.14500427246094,125.07557678222656,4741550.0
2010-02-09,86.0,87.5,85.0,86.6875,63.66947555541992,3087216,300.5,310.25,299.28125,309.2250061035156,224.50636291503903,10387392.0,362.5,370.9750061035156,360.5249938964844,367.5750122070313,291.674560546875,3005894.0,230.5249938964844,238.6000061035156,230.5249938964844,235.5,179.85560607910156,539220.0,142.20001220703125,148.1175079345703,142.20001220703125,147.21751403808594,128.6339569091797,4444106.0
2010-02-10,86.75,88.1875,86.51249694824219,87.0250015258789,63.91737747192383,3792096,311.375,312.0249938964844,306.0,308.3687438964844,223.88470458984372,7187984.0,369.9500122070313,371.8500061035156,364.0499877929688,366.1499938964844,290.5439147949219,2337374.0,237.0,241.0,232.0375061035156,233.2375030517578,178.12770080566406,588020.0,148.5,149.40000915527344,144.978759765625,145.73251342773438,127.33642578125,3418395.0
2010-02-11,87.25,88.5,86.80000305175781,87.2125015258789,64.0550765991211,1640296,309.125,314.76873779296875,308.75,312.3062438964844,226.7434234619141,6453888.0,368.9750061035156,373.9750061035156,367.5,371.3500061035156,294.670166015625,2413156.0,238.0,239.0249938964844,234.0,235.1750030517578,179.60739135742188,437160.0,147.00375366210938,149.00625610351562,146.25,147.53250122070312,128.90921020507812,2129084.0
2010-02-15,88.0,91.2249984741211,88.0,90.3499984741211,66.3594970703125,8256392,313.375,317.79998779296875,309.35626220703125,312.33123779296875,226.7615203857422,8950128.0,375.0,375.0,369.2749938964844,373.0750122070313,296.0389709472656,1956482.0,235.5,239.0500030517578,235.0249938964844,236.9875030517578,180.9916076660156,392224.0,147.15000915527344,149.85000610351562,147.15000915527344,148.47750854492188,129.7349395751953,2790715.0
2010-02-16,90.6374969482422,91.2750015258789,88.75,90.1750030517578,66.23094940185547,4087456,312.5,318.875,311.03125,317.6812438964844,230.64585876464844,4418096.0,373.625,382.4750061035156,371.1000061035156,379.0750122070313,300.8000793457031,1660490.0,239.0,239.0,235.25,237.4750061035156,181.3639373779297,416352.0,148.72500610351562,150.8625030517578,147.2062530517578,150.73875427246094,131.71072387695312,2845586.0
2010-02-17,90.5,91.0,89.5,90.4499969482422,66.43294525146484,1608804,318.7749938964844,320.79998779296875,314.20001220703125,314.83123779296875,228.57662963867188,7991184.0,382.4500122070313,383.9750061035156,376.2749938964844,379.3250122070313,300.9984436035156,2528290.0,239.5,242.75,238.5,239.9499969482422,183.25413513183597,827240.0,153.0,153.0,148.9612579345703,151.06500244140625,131.99583435058594,3695670.0
2010-02-18,91.1999969482422,91.1999969482422,89.2750015258789,90.1750030517578,66.23094940185547,1747308,315.375,318.375,314.0,316.70623779296875,229.9379730224609,3721696.0,380.0,383.4750061035156,377.75,379.3999938964844,301.0579528808594,1814806.0,241.2250061035156,243.6499938964844,237.9125061035156,239.7250061035156,183.0822906494141,509164.0,151.875,152.32501220703125,149.42250061035156,150.2775115966797,131.30770874023438,2161884.0
2010-02-19,89.7750015258789,92.1999969482422,88.76249694824219,90.7249984741211,66.63492584228516,4792680,315.61248779296875,318.0625,313.14373779296875,316.54998779296875,229.82449340820312,5998992.0,377.4500122070313,379.75,372.8999938964844,375.2749938964844,297.7846984863281,2215880.0,238.25,239.1625061035156,233.0,235.0375061035156,179.5023651123047,440920.0,148.95001220703125,151.3125,148.0500030517578,149.8050079345703,130.89486694335938,6404004.0
2010-02-22,91.75,92.9375,90.5,91.0374984741211,66.86443328857422,3657652,319.38751220703125,323.9624938964844,319.38751220703125,321.04376220703125,233.08714294433597,5855400.0,378.5,381.8500061035156,376.8999938964844,378.625,300.4429626464844,2143460.0,238.7875061035156,239.3625030517578,233.4750061035156,235.1374969482422,179.57872009277344,418120.0,150.07501220703125,153.1125030517578,149.67001342773438,150.33375549316406,131.3568572998047,1973026.0
2010-02-23,90.5,91.9375,90.0,90.7624969482422,66.6624755859375,1899780,319.76251220703125,323.625,319.375,322.6625061035156,234.2624053955078,3786032.0,379.5,382.5,375.625,381.0499877929688,302.3671569824219,1853052.0,232.75,234.25,230.0,232.125,177.27798461914062,489340.0,150.05250549316406,152.82000732421875,148.72500610351562,152.1787567138672,132.96897888183594,2459990.0
2010-02-24,90.0,92.4749984741211,90.0,91.3625030517578,67.10311889648438,2729800,321.0,324.7875061035156,318.875,322.0375061035156,233.8086395263672,5427016.0,378.0,385.3500061035156,376.0499877929688,382.6749877929688,303.6566772460937,4076058.0,230.2624969482422,235.1000061035156,228.3125,229.4875030517578,175.26373291015625,695924.0,152.5500030517578,153.21376037597656,150.46875,151.24501037597656,132.15310668945312,3630826.0
2010-02-25,91.6750030517578,92.5,89.8125,91.9250030517578,67.51630401611328,3227700,321.32501220703125,328.7124938964844,321.32501220703125,327.16876220703125,237.5340576171875,8729568.0,384.8999938964844,384.8999938964844,380.625,383.125,304.0138244628906,2672984.0,230.5,232.75,224.5874938964844,226.8625030517578,173.25897216796875,876132.0,152.32501220703125,153.45001220703125,149.65875244140625,150.61500549316406,131.6026153564453,4269493.0
2010-02-26,91.0250015258789,92.4749984741211,89.67500305175781,91.7750015258789,67.40611267089844,4111692,327.375,328.75,322.76251220703125,325.2437438964844,236.13641357421875,10546368.0,383.5499877929688,389.2749938964844,373.0750122070313,380.8999938964844,302.2481689453125,3015934.0,231.0500030517578,231.0500030517578,220.5625,222.7124938964844,170.0895233154297,1618956.0,150.9975128173828,154.822509765625,149.625,152.4375,133.19500732421875,3247853.0
2010-03-02,91.7750015258789,92.7375030517578,90.5124969482422,91.2125015258789,66.99299621582031,2625736,328.9437561035156,331.34375,327.83123779296875,330.125,239.6803741455078,8534656.0,381.0,384.5,377.5,381.6000061035156,302.8037414550781,4053352.0,225.25,226.8249969482422,222.6499938964844,224.2875061035156,171.2924041748047,826260.0,151.875,158.1750030517578,151.875,157.78125,137.86422729492188,4761959.0
2010-03-03,91.5,92.7249984741211,90.7624969482422,91.0749969482422,66.89198303222656,3442980,331.38751220703125,334.5625,329.08123779296875,333.28125,241.97190856933597,5904976.0,384.5,387.0,382.0750122070313,384.375,305.0057067871094,2754742.0,226.0,228.0,224.75,227.25,173.55490112304688,532760.0,158.625,159.3000030517578,155.7787628173828,157.16250610351562,137.3236083984375,3764848.0
2010-03-04,96.25,96.25,89.75,90.5749969482422,66.52477264404297,1147552,332.75,333.0,325.5,327.9750061035156,238.1194000244141,6755240.0,384.0,385.0,378.5,381.9500122070313,303.0813903808594,2053606.0,227.8125,230.6625061035156,226.25,229.625,175.36875915527344,1261860.0,156.9375,157.65750122070312,155.13751220703125,156.09375,136.3898162841797,4168919.0
2010-03-05,90.75,91.75,89.25,89.80000305175781,65.9555435180664,1601164,329.23748779296875,330.0,326.6312561035156,329.4624938964844,239.1993865966797,4984808.0,382.5,383.4750061035156,380.0750122070313,381.2999877929688,302.56561279296875,1287312.0,231.2375030517578,236.2250061035156,229.7124938964844,232.9250030517578,177.88902282714844,2210240.0,156.375,157.72500610351562,153.68626403808594,154.31625366210938,134.83660888671875,2876893.0
2010-03-08,90.0749969482422,90.8249969482422,89.5,89.8499984741211,65.99227142333984,1520876,331.625,334.91876220703125,329.76251220703125,332.4437561035156,241.36392211914065,8664992.0,383.7999877929688,385.0,380.1499938964844,381.3500061035156,302.60528564453125,3015740.0,237.25,239.5,227.25,227.8999938964844,174.05133056640625,1649728.0,154.57501220703125,158.54624938964844,154.31625366210938,156.98251342773438,137.16627502441406,3681808.0
2010-03-09,89.8499984741211,90.8000030517578,89.2750015258789,90.3375015258789,66.35031127929688,1622728,331.2562561035156,337.6875,327.23126220703125,335.4937438964844,243.57818603515625,7958752.0,381.5,389.25,381.5,384.3500061035156,304.9858093261719,3457732.0,227.75,230.4750061035156,226.0,226.8125,173.22076416015625,1981948.0,157.95001220703125,160.31251525878906,157.5,157.9612579345703,138.02151489257812,3298617.0
2010-03-10,90.3375015258789,90.9250030517578,88.6500015258789,89.51249694824219,65.74439239501953,1840376,334.36248779296875,336.4312438964844,331.25,332.40625,241.3366851806641,7330952.0,381.8500061035156,392.2250061035156,380.0,390.0249938964844,309.4888610839844,4587874.0,226.8999938964844,230.2250061035156,222.0,224.8374938964844,171.71241760253906,1105076.0,157.95001220703125,159.2775115966797,156.0600128173828,156.66751098632812,136.89108276367188,2338164.0
2010-03-11,87.88749694824219,90.4749984741211,87.88749694824219,90.0999984741211,66.17589569091797,1722136,333.125,336.875,331.25,335.3687438964844,243.48748779296875,4298424.0,390.0249938964844,397.4500122070313,385.9750061035156,395.7999877929688,314.0714416503906,3214030.0,217.75,227.0874938964844,217.75,225.875,172.50479125976562,813940.0,157.95001220703125,160.65000915527344,157.27500915527344,159.61500549316406,139.4665069580078,5008733.0
2010-03-12,90.0250015258789,90.75,89.7750015258789,90.1374969482422,66.20344543457031,1397268,337.48748779296875,338.0,332.0375061035156,334.15625,242.6071929931641,3176920.0,400.0,400.0,396.0,398.4750061035156,316.1942138671875,2510976.0,226.25,229.0,225.1000061035156,226.7624969482422,173.18260192871094,1007880.0,160.8300018310547,161.30250549316406,159.16500854492188,159.76126098632812,139.5943145751953,4257764.0
2010-03-15,89.25,92.6999969482422,89.25,92.2874984741211,67.78255462646484,4347644,331.79998779296875,339.0625,329.5,337.65625,245.14830017089844,10582856.0,398.4750061035156,410.0,395.5750122070313,409.0,324.5457763671875,6054434.0,227.0,227.5,224.2875061035156,225.625,172.31385803222656,1071648.0,160.87501525878906,164.47500610351562,159.3000030517578,163.94625854492188,143.2510223388672,5955617.0
2010-03-16,92.5,94.2249984741211,92.5,93.2750015258789,68.50782012939453,4783784,337.5,343.1187438964844,335.2875061035156,341.54376220703125,247.9706573486328,5881344.0,410.75,415.9750061035156,407.8999938964844,414.5,328.9101867675781,3088856.0,226.25,229.875,226.25,228.3625030517578,174.40455627441406,779820.0,164.47500610351562,165.38626098632812,162.50625610351562,163.73251342773438,143.06431579589844,3453457.0
2010-03-17,93.8499984741211,95.8125,93.25,95.4250030517578,70.08692932128906,4322856,341.875,344.2124938964844,339.125,342.2875061035156,248.51071166992188,6352000.0,417.0,422.9500122070313,415.0,420.3500061035156,333.5521240234375,4174794.0,230.0,233.5625,229.0625,229.6374969482422,175.37828063964844,2117624.0,165.15000915527344,166.95001220703125,164.22750854492188,166.29750061035156,145.3054962158203,3013786.0
2010-03-18,95.4250030517578,95.75,93.4124984741211,93.9625015258789,69.01277160644531,1492656,342.5,349.23748779296875,342.5,348.45001220703125,252.98483276367188,8923048.0,422.5,422.5,410.25,412.9249877929688,327.660400390625,3724554.0,231.25,231.25,226.2624969482422,226.6875,173.12533569335938,1542284.0,167.62501525878906,168.75001525878906,162.94500732421875,164.01376342773438,143.3100128173828,2429484.0
2010-03-19,94.25,94.5,93.0124969482422,93.5124969482422,68.6822738647461,1220236,347.51251220703125,349.375,345.0062561035156,346.54376220703125,251.6008758544922,12582544.0,402.625,417.2250061035156,402.625,410.4500122070313,325.6965026855469,4716624.0,228.0375061035156,229.25,225.8374938964844,226.6125030517578,173.0680389404297,900384.0,164.67750549316406,165.6225128173828,162.92250061035156,163.46250915527344,142.82833862304688,2365528.0
2010-03-22,92.9875030517578,93.4000015258789,91.75,92.2624969482422,67.76416778564453,1303836,344.01251220703125,347.125,342.86248779296875,344.67498779296875,250.2440490722656,4108528.0,407.4500122070313,416.8999938964844,403.0750122070313,413.7999877929688,328.3547058105469,3310110.0,225.0,228.375,223.75,227.9125061035156,174.06085205078125,1089636.0,161.93251037597656,165.21751403808594,160.87501525878906,163.8000030517578,143.12322998046875,2236426.0
2010-03-23,91.9124984741211,92.875,91.125,91.7750015258789,67.40611267089844,1598484,346.2562561035156,349.875,345.51873779296875,346.9375,251.88671875,4792560.0,415.0,416.5,411.0499877929688,414.3250122070313,328.7712097167969,1694964.0,228.5,229.5500030517578,225.8999938964844,227.5375061035156,173.77450561523438,609348.0,162.00001525878906,165.35250854492188,161.58375549316406,162.05625915527344,141.59962463378906,2657946.0
2010-03-25,91.7750015258789,94.25,90.5,93.1374969482422,68.40682220458984,5691200,346.375,358.75,343.85626220703125,351.7437438964844,255.3761749267578,15207528.0,412.0499877929688,418.3999938964844,409.0,414.8999938964844,329.2275390625,5517582.0,229.0500030517578,229.9250030517578,222.5249938964844,223.5749969482422,170.7482452392578,1958456.0,160.87501525878906,163.12501525878906,159.75,161.8087615966797,141.38333129882812,4689884.0
2010-03-26,93.5374984741211,93.9124984741211,92.125,92.6875,68.07636260986328,1487064,352.0,353.125,345.375,346.85626220703125,251.82774353027344,9105680.0,415.0,418.0,411.1499938964844,412.5249938964844,327.3429260253906,1997806.0,226.0,227.7375030517578,224.5249938964844,226.7624969482422,173.18260192871094,839664.0,163.35000610351562,164.0587615966797,160.25625610351562,161.43751525878906,141.05894470214844,2677902.0
2010-03-29,92.0250015258789,93.625,90.4375,92.6374969482422,68.03960418701172,1587440,344.75,346.25,337.53125,339.58123779296875,246.54583740234372,13981704.0,412.0,414.6499938964844,404.2749938964844,405.9750061035156,322.1454467773437,3443266.0,227.625,228.6999969482422,225.2749938964844,226.0749969482422,172.65750122070312,532008.0,161.5500030517578,162.6750030517578,159.63751220703125,161.010009765625,140.68539428710938,2924733.0
2010-03-30,93.0,93.0,89.3375015258789,89.82499694824219,65.973876953125,2303860,339.375,339.375,328.82501220703125,330.51251220703125,239.9617156982422,10649936.0,404.2999877929688,408.0499877929688,398.5750122070313,400.0,317.404296875,3097160.0,226.0749969482422,227.4875030517578,220.0,220.6374969482422,168.50485229492188,1669316.0,159.75,161.77500915527344,156.45375061035156,157.86000061035156,137.9330291748047,7368732.0
2010-03-31,90.0,91.2375030517578,87.82499694824219,89.5999984741211,65.80862426757812,3929348,331.73748779296875,334.5874938964844,325.82501220703125,326.9937438964844,237.4069366455078,13070104.0,400.0,403.625,388.6499938964844,390.3250122070313,309.7270812988281,7083046.0,220.0,220.3249969482422,212.25,213.2749938964844,162.88194274902344,2644436.0,157.95001220703125,159.72750854492188,157.36500549316406,159.06375122070312,138.9848175048828,7914892.0
2010-04-01,90.0,91.0,88.75,89.23750305175781,65.5423812866211,3650020,327.5249938964844,334.75,327.5,333.8062438964844,242.35304260253903,8187000.0,393.1749877929688,404.8999938964844,391.0499877929688,403.8999938964844,320.4989013671875,5781432.0,213.5,216.8500061035156,208.25,214.875,164.1038818359375,1565996.0,159.97500610351562,163.2375030517578,159.3000030517578,162.3037567138672,141.81585693359375,2857288.0
2010-04-05,90.0,90.4499969482422,88.80000305175781,90.1999969482422,66.24932861328125,2926064,334.875,336.25,329.75,334.7437438964844,243.03366088867188,7318616.0,408.5,408.5,399.625,401.6749877929688,318.7332458496094,3001836.0,217.5,217.5,212.2749938964844,215.1875,164.34255981445312,955572.0,162.6750030517578,163.53001403808594,160.43626403808594,162.4837646484375,141.9731903076172,1734399.0
2010-04-06,90.3249969482422,90.6875,86.36250305175781,86.7249984741211,63.697021484375,6345844,335.25,335.625,330.65625,331.40625,240.61056518554688,5348808.0,404.4500122070313,404.4500122070313,396.0750122070313,398.0249938964844,315.83709716796875,3702366.0,216.0749969482422,216.7250061035156,212.8874969482422,215.2875061035156,164.41896057128906,1375288.0,163.12501525878906,163.35000610351562,159.82875061035156,160.92001342773438,140.60678100585938,2053319.0
2010-04-07,85.5,87.5,85.0,86.63749694824219,63.63276290893555,4959816,331.9437561035156,334.3500061035156,327.17498779296875,330.46875,239.9299468994141,8380880.0,395.0,404.5,390.5750122070313,399.0249938964844,316.6306457519531,3024558.0,213.75,216.7624969482422,210.2749938964844,212.7624969482422,162.4905548095703,1228660.0,162.00001525878906,162.00001525878906,159.07501220703125,160.81875610351562,140.51829528808594,3555853.0
2010-04-08,86.75,88.2249984741211,85.88749694824219,86.2750015258789,63.36653518676758,5187916,330.0,334.73748779296875,328.75,332.96875,241.74505615234372,7227984.0,398.0,403.75,395.0,399.7250061035156,317.18603515625,4494438.0,213.25,215.25,211.3500061035156,212.625,162.38552856445312,1376664.0,160.87501525878906,163.10250854492188,159.75,161.2687530517578,140.91151428222656,2790417.0
2010-04-09,87.5,87.5,85.5250015258789,85.9000015258789,63.091102600097656,5949028,333.75,337.2124938964844,333.125,334.5249938964844,242.87493896484372,8260312.0,401.0,403.9500122070313,394.125,395.7999877929688,314.0714416503906,3018012.0,213.0,214.5625,211.75,212.5124969482422,162.29959106445312,882352.0,161.5500030517578,162.4612579345703,159.34500122070312,159.87376403808594,139.69259643554688,4552937.0
