Date,Open_GODREJPROP,High_GODREJPROP,Low_GODREJPROP,Close_GODREJPROP,Adj_Close_GODREJPROP,Volume_GODREJPROP,Open_MAHLIFE,High_MAHLIFE,Low_MAHLIFE,Close_MAHLIFE,Adj_Close_MAHLIFE,Volume_MAHLIFE,Open_PHOENIXLTD,High_PHOENIXLTD,Low_PHOENIXLTD,Close_PHOENIXLTD,Adj_Close_PHOENIXLTD,Volume_PHOENIXLTD,Open_SOBHA,High_SOBHA,Low_SOBHA,Close_SOBHA,Adj_Close_SOBHA,Volume_SOBHA,Open_SUNTECK,High_SUNTECK,Low_SUNTECK,Close_SUNTECK,Adj_Close_SUNTECK,Volume_SUNTECK
2010-01-19,234.8319549560547,245.71327209472656,234.8319549560547,238.2962951660156,228.64483642578125,258953.0,111.38230895996094,114.32565307617188,110.29792022705078,110.94855499267578,95.1445083618164,314367.0,105.0500030517578,105.9499969482422,104.0,104.1500015258789,93.44519805908205,70906.0,317.0,320.1000061035156,299.0,301.79998779296875,252.2728271484375,412521.0,271.0,278.0,262.3500061035156,262.95001220703125,250.7918243408203,165508.0
2010-01-20,239.2263336181641,242.7371826171875,237.15701293945312,238.0637969970703,228.4217987060547,159726.0,111.84705352783205,123.00077056884766,111.22740173339844,117.51686096191406,100.77719116210938,1422525.0,105.0250015258789,106.875,101.0500030517578,102.0,91.5161590576172,176320.0,300.0,311.54998779296875,300.0,307.45001220703125,256.9956359863281,404160.0,269.5,273.3999938964844,262.5,264.8500061035156,252.6039276123047,110648.0
2010-01-21,237.15701293945312,239.45883178710935,232.2743682861328,232.9253845214844,223.4914703369141,185968.0,117.98159790039062,130.71542358398438,117.76471710205078,123.71337127685548,106.09105682373048,3114035.0,102.9250030517578,111.0,101.5,104.2750015258789,93.5573272705078,871578.0,300.5,317.79998779296875,295.5,298.04998779296875,249.13819885253903,563963.0,264.0,266.45001220703125,254.0,255.1499938964844,243.3524627685547,120042.0
2010-01-22,227.8567352294922,242.71392822265625,227.8567352294922,229.69354248046875,220.3905334472656,257321.0,120.80101013183594,127.61717224121094,114.94530487060548,123.7288589477539,106.10433197021484,1194052.0,101.75,109.5,95.375,107.4499969482422,96.40599060058594,707192.0,290.0,293.8999938964844,276.0,287.6499938964844,240.4449005126953,285300.0,255.0,259.0,250.2250061035156,255.5249938964844,243.7100830078125,114640.0
2010-01-25,230.1818084716797,234.8319549560547,226.9267120361328,227.62423706054688,218.405029296875,280684.0,123.7288589477539,131.14918518066406,120.52216339111328,122.9542999267578,105.44010925292967,705500.0,105.9749984741211,108.75,104.25,106.7249984741211,95.75553894042967,322848.0,282.0,290.70001220703125,274.29998779296875,276.54998779296875,231.16651916503903,100863.0,255.5,271.5,254.5,265.25,252.98541259765625,105390.0
2010-01-27,226.62445068359372,231.5768585205078,209.4189453125,223.6483612060547,214.59019470214844,142210.0,119.59268951416016,125.1385726928711,112.4976806640625,114.4186019897461,98.12027740478516,475874.0,107.5,107.5,97.625,99.3000030517578,89.09367370605469,276746.0,274.0,282.75,255.1000061035156,258.3999938964844,215.9950256347656,298777.0,269.5,269.5,245.1499938964844,254.6999969482422,242.92323303222656,106794.0
2010-01-28,225.53167724609372,228.78677368164065,224.11338806152344,225.25267028808597,216.12950134277344,146599.0,116.80426025390624,119.90251922607422,110.63873291015624,113.93836975097656,97.70844268798828,256628.0,101.5,102.9000015258789,98.0250015258789,100.5,90.17034912109376,273002.0,268.0,274.79998779296875,263.29998779296875,269.25,225.06448364257807,146650.0,260.0,260.9750061035156,245.0249938964844,247.375,235.9369354248047,100578.0
2010-01-29,225.25267028808597,225.25267028808597,214.55734252929688,221.32330322265625,212.35931396484372,67047.0,112.6680908203125,118.35338592529295,109.2290267944336,116.97466278076172,100.31224822998048,256334.0,98.25,101.4499969482422,95.5,99.1500015258789,88.95909118652344,179540.0,266.5,279.0,257.0,271.70001220703125,227.1124267578125,221798.0,246.5,256.2250061035156,245.3500061035156,252.9750061035156,241.27801513671875,102372.0
2010-02-01,222.27658081054688,227.3917236328125,221.32330322265625,225.74093627929688,216.5980224609375,60785.0,115.87478637695312,119.59268951416016,114.0932846069336,116.16912078857422,99.62144470214844,129382.0,99.8249969482422,102.5,97.5749969482422,97.9499969482422,87.88243865966797,106268.0,276.3500061035156,282.29998779296875,269.0,275.20001220703125,230.0380401611328,162240.0,255.2250061035156,259.3999938964844,247.4750061035156,249.0500030517578,237.53451538085935,89452.0
2010-02-02,227.8567352294922,230.1818084716797,223.20660400390625,223.25311279296875,214.2109375,36824.0,116.18460845947266,119.59268951416016,113.4736328125,114.69744873046876,98.3593978881836,138991.0,100.3249969482422,102.375,96.5,98.875,88.71237182617188,147402.0,281.3500061035156,314.70001220703125,275.0,279.95001220703125,234.0085601806641,291910.0,250.75,254.4250030517578,240.0249938964844,242.9750061035156,231.74041748046875,134656.0
2010-02-03,226.39195251464844,226.46170043945312,221.48605346679688,223.39260864257807,214.3448028564453,32508.0,115.7198715209961,117.36194610595705,114.7129364013672,115.62692260742188,99.15647888183594,69103.0,100.4000015258789,104.6500015258789,98.5,103.0749969482422,92.4806671142578,155130.0,285.0,295.0,283.5,292.1499938964844,244.2064666748047,393372.0,245.0,245.0,240.0249938964844,243.6750030517578,232.40802001953125,109912.0
2010-02-04,223.25311279296875,225.76417541503903,221.3697967529297,222.5090789794922,213.4970550537109,28313.0,115.25513458251952,121.14181518554688,114.66646575927734,117.71824645996094,100.9499053955078,202726.0,103.9499969482422,104.9250030517578,99.5,100.2750015258789,89.96846008300781,78360.0,293.0,294.0,271.25,275.0,229.8708648681641,149520.0,241.75,250.0,241.25,245.4499969482422,234.1009521484375,99328.0
2010-02-05,219.4864959716797,220.88153076171875,206.4661102294922,217.7194366455078,208.90139770507807,49480.0,113.08634948730467,117.11408233642578,110.4528350830078,115.7198715209961,99.23617553710938,143403.0,96.5500030517578,98.9749984741211,95.1999969482422,96.7249984741211,86.78334045410156,114834.0,268.04998779296875,268.04998779296875,252.5500030517578,263.6499938964844,220.3834686279297,595747.0,242.5,246.1750030517578,240.5,241.4499969482422,230.28591918945312,84026.0
2010-02-06,218.5564727783203,220.88153076171875,214.5341033935547,218.8819732666016,210.016845703125,5376.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,220.88153076171875,226.9267120361328,218.0914459228516,220.20726013183597,211.2884521484375,33452.0,115.25513458251952,118.26043701171876,113.62854766845705,115.25513458251952,98.83765411376952,49795.0,98.1500015258789,101.3000030517578,96.5,99.6999969482422,89.45255279541016,40866.0,267.0,277.0,250.0,255.1000061035156,213.23654174804688,5179146.0,242.5,246.4250030517578,242.0,243.3500061035156,232.0980529785156,87326.0
2010-02-09,226.6942138671875,226.9267120361328,216.2313995361328,218.3007049560547,209.4591217041016,17107.0,115.54946899414062,117.42391204833984,114.79039001464844,115.79732513427734,99.30260467529295,34174.0,98.5,101.9499969482422,97.5250015258789,98.3249969482422,88.2188949584961,58470.0,241.1000061035156,264.79998779296875,218.0,262.8999938964844,219.7565460205078,366130.0,244.8999938964844,252.5,242.1999969482422,243.1750030517578,231.93112182617188,90344.0
2010-02-10,210.41873168945312,222.74159240722656,210.41873168945312,218.9749755859375,210.1060943603516,25715.0,117.64078521728516,118.97303771972656,116.21559143066406,117.60980224609376,100.85690307617188,90124.0,99.3000030517578,102.4000015258789,98.7750015258789,101.2249984741211,90.82081604003906,356980.0,269.79998779296875,269.79998779296875,263.04998779296875,267.95001220703125,223.97781372070312,165792.0,242.5500030517578,246.25,242.0,243.4250030517578,232.1695709228516,83494.0
2010-02-11,218.5797119140625,224.1366271972656,218.5797119140625,221.85806274414065,212.87240600585935,29601.0,117.2689971923828,126.40885162353516,117.2689971923828,121.77696228027344,104.43047332763672,292855.0,102.0,102.5,99.0,99.9000015258789,89.63199615478516,100460.0,269.0,271.0,253.6499938964844,264.5,221.09396362304688,99582.0,244.5,246.8999938964844,242.6000061035156,245.6750030517578,234.3155517578125,99796.0
2010-02-15,223.20660400390625,227.81024169921875,218.64947509765625,222.5090789794922,213.4970550537109,41639.0,123.2176513671875,125.77371215820312,121.73048400878906,124.68932342529295,106.92798614501952,340904.0,101.8249969482422,101.8249969482422,96.6999969482422,97.9250030517578,87.86001586914062,73228.0,265.5,269.8500061035156,263.0,266.6499938964844,222.89114379882807,115860.0,249.75,252.2250061035156,245.0,246.3500061035156,234.9593505859375,103584.0
2010-02-16,225.53167724609372,225.53167724609372,218.6959686279297,219.4864959716797,210.5968780517578,22364.0,126.6567153930664,128.85647583007812,123.93025207519533,124.6118621826172,106.86155700683594,242239.0,98.5,101.0,97.0999984741211,97.2750015258789,87.27680969238281,161012.0,267.8999938964844,270.5,260.20001220703125,262.70001220703125,219.58938598632807,76296.0,245.0500030517578,282.3999938964844,245.0500030517578,270.75,258.231201171875,358316.0
2010-02-17,220.88153076171875,226.46170043945312,220.88153076171875,222.41607666015625,213.4078369140625,25311.0,126.6876983642578,126.73416900634766,124.59637451171876,124.62735748291016,106.87483978271484,158689.0,98.0,99.1999969482422,97.1500015258789,97.5500030517578,87.52352905273438,90462.0,266.79998779296875,272.3999938964844,264.0,265.75,222.13885498046875,134136.0,270.5,273.0,267.70001220703125,271.4750061035156,258.9226379394531,124486.0
2010-02-18,221.8115692138672,225.5084228515625,218.60296630859372,222.7880859375,213.76475524902344,55204.0,124.85972595214844,125.78919982910156,123.96123504638672,124.5189208984375,106.78185272216795,43366.0,99.0,99.0,95.6500015258789,96.3499984741211,86.44688415527344,55152.0,266.0,267.5,259.0,260.54998779296875,217.7921905517578,72568.0,267.5,277.5,257.5,271.375,258.8272399902344,102564.0
2010-02-19,219.5097503662109,222.2533264160156,219.5097503662109,220.92803955078125,211.98004150390625,15287.0,123.62042236328124,123.62042236328124,118.67870330810548,120.01095581054688,102.91603088378906,38896.0,96.4749984741211,96.9749984741211,93.0,94.4250030517578,84.71974182128906,80838.0,257.20001220703125,259.95001220703125,251.5500030517578,255.5,213.5709381103516,63754.0,272.5,277.42498779296875,270.0,273.8500061035156,261.18780517578125,105524.0
2010-02-22,225.53167724609372,225.53167724609372,218.60296630859372,219.6725006103516,210.7753753662109,21235.0,120.01095581054688,121.6995086669922,116.80426025390624,118.35338592529295,101.49456024169922,39222.0,95.25,96.5,92.5,92.7249984741211,83.19447326660156,45442.0,257.0,264.79998779296875,252.0,253.3999938964844,211.81553649902344,40795.0,274.0,277.0,262.0,273.375,260.7348022460937,106566.0
2010-02-23,211.5812530517578,223.183349609375,211.5812530517578,218.5099639892578,209.65989685058597,27562.0,117.73373413085938,119.59268951416016,114.63548278808594,119.03500366210938,102.0790786743164,88649.0,94.0,95.9499969482422,93.1999969482422,93.9250030517578,84.27114868164062,86174.0,251.0,254.8000030517578,240.3000030517578,251.5500030517578,210.2691650390625,54509.0,282.0,282.0,271.5,274.8500061035156,262.1415405273437,98522.0
2010-02-24,218.5099639892578,218.5099639892578,216.2313995361328,216.53366088867188,207.7636260986328,10965.0,117.73373413085938,122.69094848632812,117.42391204833984,120.86297607421876,103.64667510986328,738057.0,93.6999969482422,95.0500030517578,91.0500030517578,91.5,82.09539794921875,28616.0,249.6499938964844,254.25,245.1000061035156,250.3999938964844,209.3078765869141,62091.0,274.7250061035156,276.5,272.20001220703125,274.6000061035156,261.90313720703125,86950.0
2010-02-25,217.62643432617188,223.1601104736328,215.81288146972656,221.4395446777344,212.4708404541016,27345.0,121.76146697998048,123.31060028076172,117.11408233642578,118.2139663696289,101.37501525878906,35271.0,93.4749984741211,93.4749984741211,90.5500030517578,91.125,81.75892639160156,74314.0,253.3999938964844,261.0,250.5,256.5,214.4068603515625,64393.0,275.17498779296875,281.0,267.75,275.70001220703125,262.9522399902344,89740.0
2010-02-26,222.27658081054688,225.53167724609372,218.9284820556641,220.4630279541016,211.53384399414065,41289.0,118.2139663696289,122.87683868408205,116.4944305419922,117.90414428710938,101.10931396484376,90922.0,90.0,94.9749984741211,89.67500305175781,90.875,81.53461456298828,335902.0,259.8999938964844,266.0,249.0,254.5500030517578,212.7768402099609,163078.0,275.0,294.5,272.25,286.0249938964844,272.7998352050781,128890.0
2010-03-02,222.97409057617188,227.81024169921875,219.8119964599609,225.32241821289065,216.1964569091797,27713.0,117.73373413085938,119.26737213134766,116.80426025390624,118.02806854248048,101.215576171875,43773.0,92.4499969482422,93.3249969482422,90.1999969482422,90.875,81.53461456298828,1077796.0,255.6000061035156,255.6000061035156,244.6000061035156,249.9499969482422,208.93170166015625,196699.0,271.0,289.5,271.0,282.5249938964844,269.4616394042969,105102.0
2010-03-03,225.99668884277344,245.062255859375,223.67161560058597,240.04010009765625,230.3180389404297,428398.0,118.94205474853516,122.38111877441406,118.64772033691406,121.17279815673828,103.912353515625,72686.0,92.625,93.9499969482422,91.0,92.25,82.76829528808594,73308.0,252.4499969482422,259.0,250.75,255.1999969482422,213.3201446533203,72016.0,280.25,286.125,276.625,283.6499938964844,270.5346374511719,100580.0
2010-03-04,236.6687469482422,242.2256622314453,235.5294647216797,240.8538818359375,231.09886169433597,100377.0,121.17279815673828,127.02850341796876,120.52216339111328,123.37256622314452,105.79878997802734,169924.0,93.4749984741211,94.0,90.8499984741211,92.4499969482422,82.94772338867188,44340.0,256.8999938964844,263.20001220703125,253.5500030517578,261.3999938964844,218.50271606445312,110194.0,282.5,289.75,280.0,283.07501220703125,269.9862365722656,96424.0
2010-03-05,241.34214782714844,241.80715942382807,236.22698974609372,237.3197784423828,227.7078857421875,35349.0,123.5119857788086,126.5947494506836,122.07129669189452,122.76840209960938,105.28069305419922,75803.0,93.0,97.0500030517578,92.6500015258789,95.2750015258789,85.48238372802734,563774.0,263.8999938964844,281.0,263.25,277.20001220703125,231.70985412597656,257610.0,284.92498779296875,285.57501220703125,283.25,284.9750061035156,271.7984313964844,89460.0
2010-03-08,237.6220245361328,241.7141571044922,232.0883636474609,233.0416412353516,223.60304260253903,30620.0,123.93025207519533,127.3383331298828,120.9714126586914,121.68401336669922,104.35076141357422,165389.0,97.4250030517578,102.0500030517578,97.0,101.4499969482422,91.02268981933594,338628.0,288.5,290.5,276.95001220703125,279.1499938964844,233.3397979736328,222058.0,287.5,289.75,285.75,287.20001220703125,273.9205017089844,109302.0
2010-03-09,233.43690490722656,236.0874786376953,228.78677368164065,232.59988403320312,223.1791534423828,16457.0,121.76146697998048,124.24007415771484,119.59268951416016,120.27430725097656,103.14186096191406,63868.0,100.0,104.4499969482422,96.0749969482422,96.4499969482422,86.53661346435547,49930.0,279.0,295.0,272.20001220703125,282.70001220703125,236.3072967529297,258672.0,285.0,297.5,285.0,287.6000061035156,274.3020324707031,91648.0
2010-03-10,223.20660400390625,236.5989990234375,223.20660400390625,233.1346435546875,223.69227600097656,80918.0,121.76146697998048,124.4879379272461,119.71662139892578,120.9714126586914,103.73966979980467,146343.0,96.5500030517578,101.0,94.5,95.7249984741211,85.88611602783203,168308.0,277.0,286.0,277.0,280.6499938964844,234.5936279296875,164818.0,289.375,302.5,289.0,290.375,276.94873046875,106330.0
2010-03-11,226.9267120361328,237.01751708984372,226.4849548339844,227.5312347412109,218.3157958984375,48060.0,122.07129669189452,122.07129669189452,118.04356384277344,120.24332427978516,103.11528778076172,380530.0,94.9749984741211,96.6999969482422,92.625,94.4499969482422,84.74214935302734,91088.0,282.8999938964844,286.0,277.29998779296875,280.1000061035156,234.13389587402344,106256.0,298.7749938964844,302.25,287.5,293.8500061035156,280.26300048828125,104220.0
2010-03-12,227.3917236328125,232.0418701171875,224.1366271972656,228.01950073242188,218.78428649902344,17904.0,120.86297607421876,122.69094848632812,119.31385040283205,120.2588119506836,103.12859344482422,100159.0,94.0,96.8000030517578,92.7750015258789,93.375,83.77767181396484,86390.0,279.0,281.8500061035156,267.1499938964844,270.79998779296875,226.36007690429688,114648.0,277.5,299.4750061035156,277.5,293.25,279.69073486328125,178634.0
2010-03-15,225.53167724609372,230.902587890625,225.0666656494141,226.1361846923828,216.97723388671875,14683.0,120.21234130859376,120.83199310302734,118.07454681396484,118.38436889648438,101.5211410522461,48146.0,93.5,96.6500015258789,92.9749984741211,95.8499984741211,85.998291015625,110954.0,269.0,274.79998779296875,267.1499938964844,269.6499938964844,225.3988037109375,56563.0,296.0,297.5,285.2749938964844,293.07501220703125,279.52392578125,142580.0
2010-03-16,229.716796875,231.11183166503903,226.46170043945312,229.50753784179688,220.2120361328125,20461.0,118.84910583496094,120.47569274902344,116.89720916748048,118.74066925048828,101.82666778564452,44918.0,96.0,100.5,96.0,97.0999984741211,87.11978149414062,304436.0,269.0,273.0,267.0,270.20001220703125,225.85858154296875,47739.0,291.5,293.25,287.57501220703125,292.2749938964844,278.76092529296875,109592.0
2010-03-17,231.11183166503903,234.5994415283203,226.9267120361328,230.2283172607422,220.9036407470703,37656.0,120.27430725097656,121.42066192626952,119.0504913330078,119.31385040283205,102.3182144165039,43085.0,98.0500030517578,99.4749984741211,94.75,95.5,85.68424224853516,186414.0,273.29998779296875,277.5,271.04998779296875,273.95001220703125,228.9931488037109,68021.0,293.25,299.0,280.5,291.6000061035156,278.1170959472656,104834.0
2010-03-18,231.5768585205078,234.8319549560547,231.5768585205078,232.59988403320312,223.1791534423828,65942.0,119.8095703125,119.8715362548828,118.4463348388672,118.84910583496094,101.91967010498048,521741.0,91.4749984741211,97.5,91.4749984741211,95.875,86.02071380615234,155262.0,268.0,277.70001220703125,268.0,275.1499938964844,229.99624633789065,51383.0,290.0249938964844,292.20001220703125,289.75,291.67498779296875,278.1885681152344,91656.0
2010-03-19,232.5068817138672,250.59591674804688,232.5068817138672,235.7852325439453,226.2355194091797,433959.0,118.66321563720705,124.54989624023438,117.81119537353516,123.65140533447266,106.03791046142578,165037.0,96.25,98.4749984741211,95.6999969482422,97.3249969482422,87.32167053222656,136116.0,277.0,277.0,272.0,273.3999938964844,228.5334014892578,36763.0,287.57501220703125,293.25,280.25,291.7250061035156,278.236328125,98718.0
2010-03-22,232.97189331054688,236.69200134277344,228.3217620849609,232.390625,222.97837829589844,66084.0,122.22621154785156,123.26412200927734,118.97303771972656,119.7476043701172,102.690185546875,90944.0,93.4749984741211,95.8499984741211,93.3000030517578,94.7249984741211,84.98890686035156,138734.0,268.0,272.8500061035156,265.29998779296875,271.3500061035156,226.81985473632807,111133.0,289.8500061035156,305.0,289.8500061035156,294.1000061035156,280.5014343261719,103734.0
2010-03-23,228.78677368164065,238.924072265625,228.78677368164065,236.62225341796875,227.03860473632807,731804.0,122.07129669189452,122.98528289794922,119.62367248535156,121.74597930908205,104.4039077758789,89075.0,96.9749984741211,96.9749984741211,93.625,94.3499984741211,84.65245056152344,76580.0,272.1000061035156,276.70001220703125,272.1000061035156,274.54998779296875,229.49468994140625,60060.0,293.25,293.25,283.0,288.1000061035156,274.77899169921875,109632.0
2010-03-25,235.83172607421875,236.69200134277344,232.5068817138672,233.22764587402344,223.781494140625,86064.0,120.2588119506836,123.31060028076172,118.2139663696289,119.32933807373048,102.33150482177734,89957.0,94.0,95.9250030517578,93.6500015258789,94.75,85.01132202148438,88202.0,272.0,286.0,271.04998779296875,277.54998779296875,232.00238037109372,192234.0,282.0,296.95001220703125,280.20001220703125,292.9750061035156,279.42852783203125,202462.0
2010-03-26,232.97189331054688,240.412109375,230.1818084716797,234.92495727539065,225.41004943847656,428340.0,122.25719451904295,122.25719451904295,117.90414428710938,118.50830078125,101.62740325927734,108422.0,95.875,96.7249984741211,94.0749969482422,95.1999969482422,85.41509246826172,70688.0,279.95001220703125,284.0,270.1000061035156,272.45001220703125,227.7393493652344,153482.0,291.75,310.6000061035156,288.125,293.0,279.4523620605469,228198.0
2010-03-29,237.08726501464844,237.08726501464844,225.53167724609372,230.43756103515625,221.1044158935547,85477.0,118.70968627929688,120.50667572021484,118.16749572753906,118.63223266601562,101.73368072509766,105068.0,94.8000030517578,95.5,93.9749984741211,94.875,85.12347412109375,103428.0,277.3500061035156,278.79998779296875,269.1000061035156,271.3500061035156,226.81985473632807,61194.0,298.3999938964844,298.3999938964844,281.6000061035156,290.79998779296875,277.3541259765625,165980.0
2010-03-30,234.36692810058597,236.22698974609372,228.94952392578125,231.1815948486328,221.81832885742188,30177.0,120.05742645263672,120.83199310302734,119.28286743164062,119.28286743164062,102.29165649414062,42362.0,95.0,95.0,92.75,93.0250015258789,83.46363830566406,31204.0,275.0,281.8999938964844,272.5,280.0,234.05039978027344,125977.0,298.0,300.125,280.0,287.0,273.729736328125,152804.0
2010-03-31,231.11183166503903,239.9470977783203,229.2517852783203,237.87779235839844,228.24331665039065,52968.0,120.50667572021484,120.73904418945312,118.38436889648438,119.1279525756836,102.1587905883789,29968.0,93.5999984741211,96.75,91.6999969482422,92.9250030517578,83.37391662597656,193212.0,282.79998779296875,285.79998779296875,273.1499938964844,275.29998779296875,230.12161254882807,75139.0,287.0,291.75,282.6499938964844,290.45001220703125,277.02032470703125,90642.0
2010-04-01,235.2969665527344,241.2491455078125,235.2969665527344,240.0633544921875,230.34036254882807,34360.0,118.97303771972656,121.45164489746094,118.97303771972656,120.7855224609375,103.58026885986328,47300.0,94.0,94.75,93.0,93.6999969482422,84.06925964355469,55138.0,274.0,282.6499938964844,273.04998779296875,281.5,235.30416870117188,68336.0,284.8999938964844,293.625,281.0,292.6000061035156,279.07086181640625,138652.0
2010-04-05,235.8084716796875,246.36428833007807,235.8084716796875,241.20263671875,231.4334716796875,76468.0,119.90251922607422,125.47937774658205,119.39130401611328,123.31060028076172,105.7456512451172,156297.0,92.5,95.0,92.5,93.875,84.22627258300781,116142.0,284.3999938964844,286.0,280.0,284.3500061035156,237.68649291992188,44759.0,292.5,293.0,285.75,292.75,279.2138977050781,90316.0
2010-04-06,232.97189331054688,246.38754272460935,232.97189331054688,241.92340087890625,232.12506103515625,33222.0,123.77533721923828,147.97271728515625,122.42759704589844,139.09620666503906,119.28267669677734,1367685.0,85.25,95.9250030517578,85.25,94.375,84.67487335205078,72114.0,286.20001220703125,298.0,278.0,292.54998779296875,244.54080200195312,127807.0,282.0,307.5,282.0,293.57501220703125,280.00079345703125,281556.0
2010-04-07,243.15570068359372,246.4572906494141,240.412109375,241.4816436767578,231.70118713378903,64484.0,139.73135375976562,143.75909423828125,139.43702697753906,141.59031677246094,121.42149353027344,613887.0,95.3000030517578,99.0,94.625,95.9000015258789,86.04312896728516,120612.0,294.0,302.0,293.0,299.79998779296875,250.60096740722656,215064.0,293.5,304.0,293.25,295.57501220703125,281.9083251953125,90696.0
2010-04-08,234.7854461669922,245.94577026367188,234.7854461669922,244.7832489013672,234.8690948486328,56968.0,134.5107879638672,168.54513549804688,134.5107879638672,148.79376220703125,127.59886169433594,3641377.0,95.5,107.75,95.5,101.9499969482422,91.47128295898438,1942300.0,289.20001220703125,314.70001220703125,289.20001220703125,302.3500061035156,252.73260498046875,488235.0,297.0,320.0,297.0,304.5249938964844,290.44439697265625,110566.0
